key,section,title,published,tg_channels,tg_first_post,naipv2,naipv1,scijudge_bt,dgcbert_p,cr8b_rating,cr8b_decision,cr70b_rating,cr70b_decision,dr7b_rating,dr7b_decision,dr7bf_rating,dr7bf_decision,dr14b_rating,dr14b_decision,or8b_rating,or8b_soundness,or8b_presentation,or8b_contribution,seae_rating,seae_decision,mean_rating10,accept_votes,n_models,rank_avg,rank_in_year
arxiv:2312.13558,"Reasoning and the ""physics"" of language models",The Truth is in There: Improving Reasoning in Language Models with Layer-Selective Rank Reduction,2023-12-21,axisofordinary;data_secrets;j_links;tech_priestess,2023-12-26,-1.128,0.379,0.676,0.9225,6.000,Accept,,,4.750,Reject,5.500,Reject,6.250,Accept,5.000,3.000,3.000,2.000,6.000,Accept,5.750,4,6,42.8879,32.0000
openreview:hcQfTsVnBo,"Reasoning and the ""physics"" of language models",Grokking Group Multiplication with Cosets,,axisofordinary,2024-06-17,-3.244,0.371,-6.980,0.0351,6.000,Reject,,,6.750,Accept,7.000,Accept,6.750,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.550,4,6,50.1916,2.0000
arxiv:2309.12288,"Reasoning and the ""physics"" of language models","The Reversal Curse: LLMs trained on ""A is B"" fail to learn ""B is A""",2023-09-21,abstractDL;boris_again;gonzo_ML,2023-09-26,1.487,0.676,1.757,0.2541,4.500,Reject,,,6.250,Reject,6.330,Accept,5.750,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.716,4,6,55.2795,14.0000
arxiv:2304.15004,"Reasoning and the ""physics"" of language models",Are Emergent Abilities of Large Language Models a Mirage?,2023-04-28,Victor_Osyka;abstractDL;chillhousetech;emptyset_of_ideas;lovedeathtransformers;rybolos_channel,2023-05-02,0.762,0.551,2.948,0.2537,5.000,Reject,,,6.500,Accept,6.250,Accept,6.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.150,4,6,63.4109,7.0000
arxiv:2302.00923,"Reasoning and the ""physics"" of language models",Multimodal Chain-of-Thought Reasoning in Language Models,2023-02-02,axisofordinary;j_links,2023-02-03,-0.418,0.730,0.912,0.7929,5.750,Accept,,,5.250,Reject,5.670,Accept,5.750,Reject,8.000,3.000,3.000,3.000,6.000,Accept,6.234,5,6,57.1035,11.0000
arxiv:2301.06627,"Reasoning and the ""physics"" of language models",Dissociating language and thought in large language models,2023-01-16,axisofordinary,2023-01-22,-2.279,0.436,1.583,0.3114,5.000,Reject,,,4.250,Reject,6.500,Reject,6.750,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.250,3,6,48.0816,27.0000
arxiv:2301.05217,"Reasoning and the ""physics"" of language models",Progress measures for grokking via mechanistic interpretability,2023-01-12,j_links,2023-01-16,-0.686,0.491,1.824,0.5587,6.000,Accept,,,8.000,Accept,8.000,Accept,7.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.600,6,6,67.4248,3.0000
arxiv:2212.09196,"Reasoning and the ""physics"" of language models",Emergent Analogical Reasoning in Large Language Models,2022-12-19,axisofordinary;dtulinov,2022-12-27,-1.596,0.756,2.115,0.0463,6.000,Accept,,,6.000,Accept,5.250,Reject,6.500,Accept,8.000,3.000,4.000,3.000,6.000,Accept,6.350,4,6,56.1928,7.0000
openreview:wUU-7XTL5XO,"Reasoning and the ""physics"" of language models",Large Language Models Still Can't Plan / PlanBench (Kambhampati),,data_secrets,2024-10-24,-1.282,0.555,1.544,0.0136,5.250,Reject,,,3.000,Reject,4.250,Reject,5.670,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.434,2,6,33.8423,8.0000
arxiv:2203.11171,"Reasoning and the ""physics"" of language models",Self-Consistency Improves Chain of Thought Reasoning in Language Models,2022-03-21,axisofordinary;gonzo_ML;rybolos_channel;seeallochnaya,2022-03-27,-2.383,0.759,3.638,0.9167,6.000,Accept,,,6.000,Accept,6.000,Accept,4.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.700,6,6,59.9817,5.0000
arxiv:2608.05136,"Data, training, optimization","The Loss Does Not See the Basis, but Adam Does",2026-08-05,gonzo_ML,2026-08-19,1.129,0.627,-3.796,0.2078,6.000,Accept,,,6.500,Accept,6.500,Accept,7.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.400,5,6,61.8285,25.0000
arxiv:2607.27372,"Data, training, optimization",Explorative Modeling: Unlocking a Third Pretraining Axis and End-to-End Generation,2026-07-29,gonzo_ML,2026-08-02,0.640,0.771,2.110,0.8884,6.000,Accept,,,6.000,Accept,6.000,Accept,7.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.200,6,6,71.0951,7.0000
arxiv:2601.21343,"Data, training, optimization",Self-Improving Pretraining: using post-trained models to pretrain better models,2026-01-29,axisofordinary;gonzo_ML,2026-02-02,-2.145,0.484,0.425,0.3352,5.000,Reject,,,5.250,Reject,5.500,Reject,6.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.800,3,6,39.1178,64.0000
arxiv:2512.24695,"Data, training, optimization",Nested Learning: The Illusion of Deep Learning Architectures,2025-12-31,,,-2.021,0.319,-7.195,0.2055,3.000,Reject,,,,,5.000,Reject,4.250,Reject,5.000,2.000,2.000,2.000,3.000,Reject,4.050,0,6,11.6502,80.0000
arxiv:2510.05491,"Data, training, optimization",NorMuon: Making Muon more efficient and scalable,2025-10-07,,,-1.236,0.512,-1.707,0.6630,4.500,Reject,,,6.250,Accept,7.000,Accept,6.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.900,5,6,47.6488,60.0000
arxiv:2508.11408,"Data, training, optimization",On-Policy RL Meets Off-Policy Experts: Harmonizing Supervised Fine-Tuning and Reinforcement Learning via Dynamic Weighting,2025-08-15,abstractDL,2025-08-30,1.382,0.602,-1.390,0.0460,5.500,Reject,,,6.000,Accept,6.000,Accept,6.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.100,4,6,53.8105,45.0000
arxiv:2507.12856,"Data, training, optimization",Supervised Fine Tuning on Curated Data is Reinforcement Learning (and can be improved),2025-07-17,abstractDL,2025-08-30,-3.164,0.229,-4.049,0.2014,5.500,Reject,,,6.500,Accept,5.750,Reject,6.000,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.850,2,6,35.6015,71.0000
arxiv:2506.08007,"Data, training, optimization",Reinforcement Pre-Training,2025-06-09,AGI_and_RL;axisofordinary;data_secrets;dealerAI,2025-06-11,-2.857,0.424,-3.298,0.9134,4.500,Reject,,,3.000,Reject,6.000,Reject,5.000,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.500,3,6,31.8724,75.0000
arxiv:2505.24832,"Data, training, optimization",How much do language models memorize?,2025-05-30,abstractDL;axisofordinary;data_secrets;gonzo_ML,2025-06-02,-0.806,0.508,2.637,0.7848,5.250,Reject,,,6.500,Accept,6.500,Accept,6.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.050,5,6,61.3503,29.0000
arxiv:2410.07041,"Data, training, optimization",Emergent properties with repeated examples,2024-10-09,abstractDL;axisofordinary,2024-10-11,-2.184,0.120,-3.312,0.7186,6.000,Accept,,,5.000,Reject,6.500,Accept,6.000,Reject,6.000,3.000,3.000,3.000,6.000,Accept,6.100,5,6,41.4491,29.0000
arxiv:2409.03137,"Data, training, optimization","The AdEMAMix Optimizer: Better, Faster, Older",2024-09-05,axisofordinary,2024-09-10,-0.882,0.472,0.180,0.9012,4.500,Reject,,,5.000,Reject,7.500,Accept,6.500,Reject,6.000,3.000,3.000,3.000,6.000,Accept,6.100,4,6,51.3931,19.0000
arxiv:2405.20541,"Data, training, optimization",Perplexed by Perplexity: Perplexity-Based Data Pruning With Small Reference Models,2024-05-30,axisofordinary;data_secrets,2024-06-03,-1.069,0.432,-0.741,0.7583,5.000,Reject,,,4.250,Reject,6.000,Accept,7.000,Accept,2.000,3.000,3.000,2.000,6.000,Accept,5.200,4,6,39.9892,32.0000
arxiv:2405.20233,"Data, training, optimization",Grokfast: Accelerated Grokking by Amplifying Slow Gradients,2024-05-30,axisofordinary,2024-06-08,1.244,0.455,-2.139,0.7893,5.000,Reject,,,5.500,Reject,6.000,Reject,5.750,Reject,6.000,3.000,3.000,3.000,7.000,Accept,5.950,3,6,50.1061,23.0000
arxiv:2405.18392,"Data, training, optimization",Scaling Laws and Compute-Optimal Training Beyond Fixed Training Durations,2024-05-28,fminxyz,2024-11-30,1.571,0.550,0.251,0.6535,5.000,Reject,,,4.750,Reject,5.750,Accept,6.750,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.900,5,6,50.8253,21.0000
arxiv:2405.16684,"Data, training, optimization",gzip Predicts Data-dependent Scaling Laws,2024-05-26,axisofordinary,2024-05-30,-0.097,0.392,-0.759,0.8554,5.000,Reject,,,5.750,Reject,4.750,Reject,4.250,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.200,3,6,40.2472,30.0000
arxiv:2405.15682,"Data, training, optimization",The Road Less Scheduled,2024-05-24,,,-0.572,0.472,2.952,0.9123,4.500,Reject,,,8.000,Accept,6.000,Accept,5.750,Reject,6.000,3.000,3.000,2.000,7.000,Accept,5.850,4,6,59.8988,7.0000
arxiv:2403.05175,"Data, training, optimization",Continual Learning and Catastrophic Forgetting,2024-03-08,,,-3.904,0.467,-4.969,0.0177,5.250,Reject,,,3.000,Reject,5.000,Reject,5.750,Accept,5.000,3.000,4.000,2.000,7.000,Accept,5.600,2,6,24.0972,42.0000
arxiv:2402.02342,"Data, training, optimization",MetaOptimize: A Framework for Optimizing Step Sizes and Other Meta-parameters,2024-02-04,,,-1.805,0.266,-4.786,0.9452,5.000,Reject,,,4.750,Reject,4.250,Reject,5.750,Reject,6.000,3.000,2.000,3.000,6.000,Accept,5.400,3,6,32.4505,40.0000
arxiv:2401.17401,"Data, training, optimization",Step-size Optimization for Continual Learning,2024-01-30,,,-3.381,0.206,-7.192,0.5019,4.500,Reject,,,5.000,Reject,,,3.000,Reject,3.000,2.000,2.000,2.000,3.000,Reject,3.375,1,5,12.7784,46.0000
arxiv:2312.17742,"Data, training, optimization",Learning Vision from Models Rivals Learning Vision from Data,2023-12-28,axisofordinary,2024-01-05,-1.154,0.652,0.142,0.9158,4.000,Reject,,,4.000,Reject,6.000,Reject,7.000,Accept,5.000,3.000,3.000,3.000,7.000,Accept,5.800,3,6,51.0225,21.0000
arxiv:2312.10549,"Data, training, optimization",Catastrophic Forgetting in Deep Learning: A Comprehensive Taxonomy,2023-12-16,,,-3.830,0.671,-2.951,0.0451,3.000,Reject,,,5.000,Reject,4.500,Reject,3.000,Reject,3.000,2.000,2.000,2.000,3.000,Reject,3.300,0,6,16.0288,47.0000
arxiv:2307.06440,"Data, training, optimization",No Train No Gain: Revisiting Efficient Training Algorithms For Transformer-based Language Models,2023-07-12,,,0.661,0.517,-2.688,0.7965,3.000,Reject,,,4.250,Reject,5.250,Reject,6.750,Accept,3.000,2.000,2.000,1.000,6.000,Accept,4.800,3,6,37.5826,37.0000
doi:10.1038/s41586-024-07711-7,"Data, training, optimization",Loss of plasticity in deep continual learning,2024-08-21,AGI_and_RL;knowledge_accumulator,2024-08-27,-2.879,0.428,-1.420,0.4075,3.000,Reject,,,6.750,Accept,7.000,Accept,6.750,Accept,6.000,3.000,3.000,3.000,8.000,Accept,6.150,4,6,50.6619,22.0000
arxiv:2305.14342,"Data, training, optimization",Sophia: A Scalable Stochastic Second-order Optimizer for Language Model Pre-training,2023-05-23,ai_newz;data_secrets,2023-05-25,-1.202,0.658,2.084,0.7702,5.000,Reject,,,5.500,Reject,6.250,Reject,6.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.850,4,6,53.8910,15.0000
arxiv:2302.06675,"Data, training, optimization",Symbolic Discovery of Optimization Algorithms,2023-02-13,axisofordinary;derplearning;gonzo_ML;j_links;knowledge_accumulator;lovedeathtransformers;tech_priestess,2023-02-15,-0.872,0.779,3.506,0.4491,6.000,Reject,,,6.500,Accept,7.000,Accept,6.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.500,4,6,73.7831,1.0000
arxiv:2212.14034,"Data, training, optimization",Cramming: Training a Language Model on a Single GPU in One Day,2022-12-28,axisofordinary;gonzo_ML;j_links;scitator_ai,2022-12-30,-1.931,0.429,-0.124,0.7371,4.500,Reject,,,5.000,Reject,5.500,Reject,5.750,Reject,6.000,3.000,3.000,2.000,7.000,Accept,5.750,3,6,37.7321,16.0000
arxiv:2210.10760,"Data, training, optimization",Scaling Laws for Reward Model Overoptimization,2022-10-19,dealerAI;lovedeathtransformers,2023-01-21,-0.943,0.466,1.368,0.7928,5.000,Reject,,,5.000,Reject,6.670,Accept,5.750,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.084,5,6,51.8845,9.0000
arxiv:2110.09485,"Data, training, optimization",Learning in High Dimension Always Amounts to Extrapolation,2021-10-18,j_links,2021-10-20,-0.846,0.525,0.209,0.2177,1.000,Reject,,,3.000,Reject,5.500,Reject,6.000,Reject,1.000,2.000,2.000,1.000,6.000,Accept,3.900,1,6,27.1413,9.0000
arxiv:2108.06325,"Data, training, optimization",Continual Backprop: Stochastic Gradient Descent with Persistent Randomness,2021-08-13,,,-2.754,0.266,-4.440,0.3488,4.250,Reject,,,5.750,Reject,5.250,Reject,3.000,Reject,3.000,3.000,2.000,2.000,3.000,Reject,3.700,0,6,15.5154,11.0000
arxiv:2010.01412,"Data, training, optimization",Sharpness-Aware Minimization for Efficiently Improving Generalization,2020-10-03,gonzo_ML;j_links;lovedeathtransformers;tech_priestess,2020-10-26,1.366,0.811,2.862,0.9255,4.500,Reject,,,5.500,Reject,7.000,Accept,6.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.000,5,6,68.0379,1.0000
arxiv:2009.11848,"Data, training, optimization",How Neural Networks Extrapolate: From Feedforward to Graph Neural Networks,2020-09-24,j_links,2020-10-05,-0.141,0.540,-0.798,0.4176,6.000,Accept,,,5.000,Reject,5.670,Accept,6.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.134,5,6,51.2849,7.0000
arxiv:2009.11243,"Data, training, optimization","Tasks, stability, architecture, and compute: Training more effective learned optimizers, and using them to train themselves",2020-09-23,gonzo_ML;j_links;knowledge_accumulator,2020-09-24,-1.413,0.625,0.558,0.6189,5.750,Reject,,,6.000,Accept,8.000,Accept,5.750,Reject,8.000,3.000,4.000,4.000,6.000,Accept,6.700,4,6,59.4089,5.0000
arxiv:2001.08361,"Data, training, optimization",Scaling Laws for Neural Language Models,2020-01-23,AGI_and_RL;data_secrets;dlinnlp;gonzo_ML;lovedeathtransformers;rybolos_channel,2020-01-27,0.012,0.787,3.527,0.8961,6.000,Accept,,,6.000,Reject,6.000,Reject,4.000,Accept,5.000,3.000,3.000,3.000,7.000,Accept,5.600,4,6,66.1183,3.0000
arxiv:1904.00962,"Data, training, optimization",Large Batch Optimization for Deep Learning: Training BERT in 76 minutes,2019-04-01,j_links,2019-04-03,0.668,0.668,1.367,0.9125,5.250,Reject,,,6.000,Accept,7.000,Accept,6.000,Reject,5.000,2.000,3.000,2.000,6.000,Accept,5.850,3,6,61.7497,1.0000
arxiv:1803.03635,"Data, training, optimization","The Lottery Ticket Hypothesis: Finding Sparse, Trainable Neural Networks",2018-03-09,dlinnlp;gonzo_ML;partially_unsupervised,2019-02-28,-1.059,0.703,1.989,0.1348,5.000,Reject,,,5.000,Reject,5.000,Reject,6.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.700,3,6,46.0905,2.0000
openreview:ry_WPG-A-,"Data, training, optimization",On the Information Bottleneck Theory of Deep Learning (Saxe et al.),,j_links,2017-10-30,-1.558,0.431,2.281,0.4647,6.000,Accept,,,3.000,Reject,5.500,Accept,5.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.800,5,6,40.6369,5.0000
arxiv:1708.07120,"Data, training, optimization",Super-Convergence: Very Fast Training of Neural Networks Using Large Learning Rates,2017-08-23,j_links,2017-08-26,-0.206,0.528,0.748,0.8535,3.000,Reject,,,4.250,Reject,5.750,Reject,6.670,Accept,3.000,2.000,1.000,2.000,5.000,Accept,4.684,3,6,37.9996,6.0000
arxiv:1708.02072,"Data, training, optimization",Measuring Catastrophic Forgetting in Neural Networks,2017-08-07,,,-2.916,0.558,-0.195,0.5209,3.000,Reject,,,4.250,Reject,4.750,Reject,3.500,Reject,6.000,3.000,3.000,2.000,3.000,Reject,4.050,2,6,22.9062,7.0000
doi:10.1073/pnas.1611835114,"Data, training, optimization",Overcoming catastrophic forgetting in neural networks,2017-03-14,,,-4.164,0.542,1.496,0.3600,5.000,Reject,,,5.000,Reject,6.000,Accept,6.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.800,4,6,39.3674,5.0000
arxiv:1506.01186,"Data, training, optimization",Cyclical Learning Rates for Training Neural Networks,2015-06-03,,,-3.008,0.664,-1.382,0.3037,3.000,Reject,,,2.500,Reject,5.250,Reject,4.750,Reject,3.000,2.000,1.000,1.000,6.000,Accept,4.400,1,6,20.3015,4.0000
arxiv:2606.02572,Self-supervised learning and vision,VISReg: Variance-Invariance-Sketching Regularization for JEPA training,2026-06-01,gonzo_ML,2026-07-29,1.062,0.622,-2.665,0.5372,5.000,Reject,,,6.000,Accept,8.000,Accept,6.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.500,5,6,62.3268,24.0000
arxiv:2605.26379,Self-supervised learning and vision,When Does LeJEPA Learn a World Model?,2026-05-25,gonzo_ML,2026-06-04,0.844,0.475,-1.511,0.9294,5.000,Reject,,,6.250,Accept,6.500,Accept,8.000,Accept,6.000,3.000,3.000,3.000,8.000,Accept,6.700,5,6,68.3658,11.0000
arxiv:2604.09168,Self-supervised learning and vision,ELT: Elastic Looped Transformers for Visual Generation,2026-04-10,gonzo_ML,2026-05-03,-1.056,0.587,0.397,0.4037,4.000,Reject,,,5.750,Reject,6.670,Accept,6.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.034,4,6,52.9833,47.0000
arxiv:2511.08544,Self-supervised learning and vision,LeJEPA: Provable and Scalable Self-Supervised Learning Without the Heuristics,2025-11-11,axisofordinary;data_secrets;gonzo_ML,2025-11-13,1.300,0.690,0.745,0.6836,3.000,Reject,,,6.500,Accept,5.750,Accept,7.000,Accept,8.000,3.000,3.000,3.000,6.000,Accept,5.950,5,6,62.6713,22.0000
arxiv:2501.05441,Self-supervised learning and vision,The GAN is dead; long live the GAN! A Modern GAN Baseline,2025-01-09,data_secrets,2025-01-11,0.142,0.849,0.109,0.9672,5.250,Reject,,,6.000,Accept,5.250,Reject,6.250,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.750,4,6,59.5527,38.0000
arxiv:2310.04378,Self-supervised learning and vision,Latent Consistency Models: Synthesizing High-Resolution Images with Few-Step Inference,2023-10-06,lovedeathtransformers,2023-11-16,0.217,0.715,3.772,0.8460,5.750,Reject,,,5.000,Reject,5.250,Reject,6.500,Accept,5.000,3.000,3.000,3.000,6.000,Accept,5.700,3,6,56.8208,13.0000
arxiv:2309.15807,Self-supervised learning and vision,Emu: Enhancing Image Generation Models Using Photogenic Needles in a Haystack,2023-09-27,lovedeathtransformers;seeallochnaya,2023-09-28,-0.754,0.502,1.108,0.1085,6.000,Accept,,,5.500,Reject,6.500,Reject,6.670,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.234,4,6,53.6855,17.0000
arxiv:2304.12210,Self-supervised learning and vision,A Cookbook of Self-Supervised Learning,2023-04-24,ai_newz;data_secrets;dealerAI,2023-04-25,-2.777,0.688,-0.587,0.0473,5.000,Reject,,,4.000,Reject,5.500,Reject,3.000,Reject,6.000,3.000,3.000,3.000,5.000,Reject,4.900,1,6,27.9099,44.0000
arxiv:2304.09355,Self-supervised learning and vision,To Compress or Not to Compress- Self-Supervised Learning and Information Theory: A Review,2023-04-19,,,-2.838,0.636,-1.772,0.1083,3.000,Reject,,,5.000,Reject,,,4.000,Reject,5.000,3.000,2.000,2.000,6.000,Accept,4.500,1,5,24.2785,45.0000
arxiv:2304.07193,Self-supervised learning and vision,DINOv2: Learning Robust Visual Features without Supervision,2023-04-14,AI_DeepLearning;ai_newz;j_links,2023-04-17,-2.252,0.729,3.537,0.3799,5.250,Reject,,,7.000,Accept,6.000,Accept,6.000,Accept,5.000,3.000,3.000,3.000,6.000,Accept,5.650,3,6,53.6526,18.0000
arxiv:2304.05977,Self-supervised learning and vision,ImageReward: Learning and Evaluating Human Preferences for Text-to-Image Generation,2023-04-12,axisofordinary,2023-04-23,1.893,0.827,3.247,0.4049,5.000,Reject,,,6.000,Accept,6.000,Accept,6.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.000,4,6,65.0023,5.0000
arxiv:2302.10174,Self-supervised learning and vision,Towards Universal Fake Image Detectors that Generalize Across Generative Models,2023-02-20,,,-1.620,0.738,2.115,0.2774,5.000,Reject,,,5.000,Reject,6.000,Accept,6.000,Accept,8.000,3.000,3.000,3.000,7.000,Accept,6.400,4,6,56.9416,12.0000
arxiv:2301.08243,Self-supervised learning and vision,Self-Supervised Learning from Images with a Joint-Embedding Predictive Architecture,2023-01-19,gonzo_ML;j_links,2023-06-13,-1.402,0.562,1.736,0.4233,4.500,Reject,,,6.000,Reject,7.500,Accept,6.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.000,4,6,50.9071,22.0000
arxiv:2212.11565,Self-supervised learning and vision,Tune-A-Video: One-Shot Tuning of Image Diffusion Models for Text-to-Video Generation,2022-12-22,AI_DeepLearning;derplearning;monkeyinlaw,2022-12-28,-2.020,0.669,2.791,0.7428,4.500,Reject,,,6.000,Accept,4.000,Reject,5.750,Reject,5.000,2.000,3.000,2.000,6.000,Accept,5.050,2,6,41.3370,15.0000
arxiv:2208.10442,Self-supervised learning and vision,Image as a Foreign Language: BEiT Pretraining for All Vision and Vision-Language Tasks,2022-08-22,abstractDL;axisofordinary;boris_again;cats_shredinger;j_links,2022-08-23,-0.626,0.862,3.207,0.5736,4.000,Reject,,,6.000,Accept,6.000,Accept,6.500,Accept,5.000,3.000,3.000,2.000,6.000,Accept,5.500,4,6,54.1414,8.0000
openreview:BZ5a1r-kVsf,Self-supervised learning and vision,"A Path Towards Autonomous Machine Intelligence (LeCun, 2022)",,axisofordinary;boris_again;chillhousetech;dtulinov;emptyset_of_ideas;gonzo_ML;j_links;knowledge_accumulator;rybolos_channel;scitator_ai,2022-06-27,-4.348,0.523,1.412,0.0062,1.000,Reject,,,3.000,Reject,,,3.500,Reject,8.000,3.000,3.000,3.000,5.000,Accept,4.375,2,5,23.0037,11.0000
arxiv:2111.07832,Self-supervised learning and vision,iBOT: Image BERT Pre-Training with Online Tokenizer,2021-11-15,gonzo_ML;j_links,2022-01-14,-1.606,0.771,3.295,0.3528,5.500,Reject,,,5.000,Reject,7.000,Accept,6.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.200,4,6,58.7475,3.0000
arxiv:2105.04906,Self-supervised learning and vision,VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,2021-05-11,gonzo_ML,2021-06-02,-2.426,0.488,3.088,0.9305,4.500,Reject,,,4.000,Reject,5.750,Reject,6.500,Accept,3.000,2.000,2.000,2.000,6.000,Accept,5.150,3,6,40.4305,6.0000
arxiv:2104.14294,Self-supervised learning and vision,Emerging Properties in Self-Supervised Vision Transformers,2021-04-29,gonzo_ML;j_links;tech_priestess,2021-04-30,-1.077,0.827,3.530,0.1591,5.750,Reject,,,6.500,Accept,6.670,Accept,7.330,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.550,4,6,72.6311,1.0000
arxiv:2006.09882,Self-supervised learning and vision,Unsupervised Learning of Visual Features by Contrasting Cluster Assignments,2020-06-17,gonzo_ML,2021-10-30,-1.362,0.729,2.331,0.8394,5.000,Reject,,,4.000,Reject,7.500,Accept,7.000,Accept,5.000,3.000,3.000,3.000,7.000,Accept,6.300,4,6,61.4003,4.0000
arxiv:2606.18543,"Retrieval, embeddings, benchmarks",CEO-Bench: Can Agents Play the Long Game?,2026-06-16,boris_again;dealerAI,2026-06-30,-0.407,0.710,2.263,0.1907,6.000,Accept,,,5.750,Reject,6.500,Accept,7.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.400,5,6,65.6371,19.0000
arxiv:2410.07095,"Retrieval, embeddings, benchmarks",MLE-bench: Evaluating Machine Learning Agents on Machine Learning Engineering,2024-10-09,data_secrets;gonzo_ML;lovedeathtransformers;rybolos_channel;seeallochnaya,2024-10-10,0.277,0.631,2.609,0.3944,4.500,Reject,,,6.000,Accept,6.000,Accept,6.250,Reject,6.000,3.000,3.000,2.000,7.000,Accept,5.950,3,6,58.3431,10.0000
arxiv:2405.08007,"Retrieval, embeddings, benchmarks",People cannot distinguish GPT-4 from a human in a Turing test,2024-05-09,axisofordinary;gonzo_ML;tech_priestess,2024-05-16,-2.674,0.806,3.261,0.0829,5.000,Reject,,,3.750,Reject,4.670,Reject,7.500,Accept,3.000,3.000,3.000,1.000,3.000,Reject,4.634,1,6,37.9216,35.0000
arxiv:2402.16822,"Retrieval, embeddings, benchmarks",Rainbow Teaming: Open-Ended Generation of Diverse Adversarial Prompts,2024-02-26,rybolos_channel,2025-06-07,-1.450,0.661,3.145,0.9226,5.000,Reject,,,6.250,Accept,6.670,Accept,7.500,Accept,8.000,3.000,4.000,3.000,6.000,Accept,6.634,5,6,71.4769,1.0000
arxiv:2402.12483,"Retrieval, embeddings, benchmarks",Artifacts or Abduction: How Do LLMs Answer Multiple-Choice Questions Without the Question?,2024-02-19,axisofordinary;seeallochnaya;tech_priestess,2024-03-12,-1.801,0.656,1.980,0.7468,5.500,Reject,,,4.250,Reject,6.330,Accept,6.000,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.966,4,6,51.1700,20.0000
arxiv:2311.16452,"Retrieval, embeddings, benchmarks",Can Generalist Foundation Models Outcompete Special-Purpose Tuning? Case Study in Medicine,2023-11-28,axisofordinary;seeallochnaya,2023-12-03,-2.244,0.628,1.979,0.7062,5.500,Accept,,,5.250,Reject,5.330,Reject,6.750,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.916,5,6,50.5983,23.0000
arxiv:2309.16797,"Retrieval, embeddings, benchmarks",Promptbreeder: Self-Referential Self-Improvement Via Prompt Evolution,2023-09-28,axisofordinary;j_links;rybolos_channel,2023-10-02,-4.238,0.704,-0.132,0.8596,3.000,Reject,,,5.000,Reject,6.000,Accept,6.670,Accept,3.000,2.000,2.000,2.000,6.000,Accept,4.934,4,6,40.2633,34.0000
acl:2023.acl-demo.51,"Retrieval, embeddings, benchmarks",A System for Answering Simple Questions in Multiple Languages,,abstractDL;boris_again,2023-07-11,-3.318,0.375,-1.117,0.0541,4.500,Reject,,,4.000,Reject,5.000,Reject,3.670,Reject,6.000,3.000,3.000,3.000,7.000,Accept,5.234,2,6,24.9354,10.0000
arxiv:2304.08467,"Retrieval, embeddings, benchmarks",Learning to Compress Prompts with Gist Tokens,2023-04-17,axisofordinary,2023-04-23,-1.269,0.576,1.554,0.8008,5.000,Reject,,,6.000,Accept,4.750,Reject,6.000,Accept,6.000,3.000,3.000,3.000,5.000,Reject,5.350,3,6,44.0239,30.0000
arxiv:2212.14024,"Retrieval, embeddings, benchmarks",Demonstrate-Search-Predict: Composing retrieval and language models for knowledge-intensive NLP,2022-12-28,seeallochnaya,2023-01-25,0.195,0.791,-1.896,0.6691,5.750,Accept,,,6.000,Accept,5.670,Reject,6.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.084,5,6,58.9115,6.0000
